北海道,北海道,函館,41.768712,140.729108
北海道,北海道,札幌,43.06417,141.34694
北海道,北海道,旭川,43.770799,142.364798
北海道,北海道,釧路,42.984856,144.38167
北海道,北海道,稚内,45.415675,141.673082
北海道,北海道,網走,44.020631,144.273422
北海道,北海道,知床国立公園,43.56,144.57
北海道,北海道,ばんえい十勝 帯広競馬場,42.929982,143.182819
北海道,北海道,札幌市円山動物園,43.058013,141.309486
北海道,北海道,宗谷岬,45.522903,141.936595
北海道,北海道,金森赤レンガ倉庫,41.766157,140.71656
北海道,北海道,阿寒湖温泉,43.432458,144.094104
東北,青森,青森,40.82444,140.74
東北,青森,八戸,40.512278,141.488404
東北,青森,むつ,41.292835,141.183174
東北,青森,弘前城,40.607452,140.46418
東北,青森,奥入瀬渓流,40.526142,140.972101
東北,秋田,秋田,39.71861,140.1025
東北,秋田,横手,39.31055,140.55323
東北,秋田,田沢湖・乳頭温泉,39.805189,140.779889
東北,秋田,角館,39.589987,140.571415
東北,秋田,大曲,39.465628,140.479806
東北,岩手,盛岡,39.70361,141.1525
東北,岩手,宮古,39.641456,141.957095
東北,岩手,大船度,39.081901,141.708547
東北,岩手,小岩井農場,39.750718,141.017309
東北,岩手,龍泉洞,39.860476,141.797003
東北,宮城,仙台,38.26889,140.87194
東北,宮城,白石,38.002467,140.619888
東北,宮城,秋保温泉,38.226476,140.720814
東北,宮城,松島,38.380191,141.067293
東北,山形,酒田,38.914386,139.836513
東北,山形,新庄,38.76496,140.301664
東北,山形,山形,38.24056,140.36333
東北,山形,米沢,37.922242,140.116683
東北,山形,銀山温泉,38.570404,140.530468
東北,山形,蔵王温泉大露天風呂,38.166166,140.4018
東北,福島,仙台,38.26889,140.87194
東北,福島,白石,38.002467,140.619888
東北,福島,福島,37.75,140.46778
東北,福島,若松,37.494842,139.929707
東北,福島,郡山,37.400455,140.35965
東北,福島,飯坂温泉,37.832036,140.452951
東北,福島,鶴ヶ城,37.48782,139.929666
関東・信越,新潟,佐渡,38.034294,138.242337
関東・信越,新潟,新潟,37.90222,139.02361
関東・信越,新潟,長岡,37.436533,138.838935
関東・信越,新潟,月岡温泉,37.880259,139.314145
関東・信越,新潟,カニや横丁,37.03905,137.862814
関東・信越,新潟,佐渡金山,38.041694,138.256001
関東・信越,長野,長野,36.65139,138.18111
関東・信越,長野,松本,36.238096,137.971992
関東・信越,長野,飯田,35.514703,137.821824
関東・信越,長野,軽井沢（旧軽井沢銀座・白糸の滝・万平ホテルなど）,36.348393,138.59703
関東・信越,長野,ビーナスライン,36.110464,138.241927
関東・信越,山梨,甲府,35.66389,138.56833
関東・信越,山梨,河口湖,35.497297,138.754926
関東・信越,山梨,富岳風穴・鳴沢氷穴,35.474928,138.666969
関東・信越,山梨,中込農園,35.644953,138.458644
関東・信越,群馬,みなかみ,36.67865,138.999055
関東・信越,群馬,前橋,36.39111,139.06083
関東・信越,群馬,草津温泉,36.622835,138.596711
関東・信越,群馬,伊香保温泉,36.498265,138.930388
関東・信越,栃木,大田原,36.871076,140.015458
関東・信越,栃木,宇都宮,36.56583,139.88361
関東・信越,栃木,那須・鬼怒川温泉,36.825046,139.71513
関東・信越,栃木,佐野プレミアムアウトレット,36.292975,139.603886
関東・信越,茨城,水戸,36.34139,140.44667
関東・信越,茨城,土浦,36.07187,140.196057
関東・信越,茨城,アクアワールド茨城県大洗水族館,36.333329,140.593925
関東・信越,茨城,御岩神社,36.636081,140.585558
関東・信越,埼玉,熊谷,36.147362,139.388664
関東・信越,埼玉,秩父,35.991681,139.085475
関東・信越,埼玉,さいたま,35.85694,139.64889
関東・信越,埼玉,あけぼの子どもの森公園,35.830581,139.34429
関東・信越,埼玉,東武動物公園,36.019888,139.719866
関東・信越,埼玉,羊山公園,35.986768,139.089459
関東・信越,東京,新宿,35.68944,139.69167
関東・信越,東京,父島,27.44,142.13
関東・信越,東京,八丈島,33.093013,139.84051
関東・信越,東京,大島,34.750058,139.355619
関東・信越,東京,上野動物園,35.716454,139.771318
関東・信越,神奈川,横浜,35.44778,139.6425
関東・信越,神奈川,小田原,35.264694,139.152355
関東・信越,神奈川,箱根温泉,35.241449,139.058984
関東・信越,神奈川,八景島シーパラダイス,35.337377,139.645897
関東・信越,千葉,千葉,35.60472,140.12333
関東・信越,千葉,銚子,35.734667,140.826791
関東・信越,千葉,館山,34.996608,139.870085
関東・信越,千葉,ディズニーリゾート,35.630658,139.88287
関東・信越,千葉,マザー牧場,35.244923,139.934846
関東・信越,千葉,鴨川シーワールド,35.115895,140.120323
東海・北陸・近畿,石川,輪島,37.390557,136.899185
東海・北陸・近畿,石川,金沢,36.59444,136.62556
東海・北陸・近畿,石川,兼六園,36.562128,136.662652
東海・北陸・近畿,石川,千里浜なぎさドライブウェイ,36.839282,136.74913
東海・北陸・近畿,石川,輪島朝市通り,37.396776,136.901501
東海・北陸・近畿,富山,富山,36.69528,137.21139
東海・北陸・近畿,富山,黒部ダム・黒部峡谷,36.56645,137.662104
東海・北陸・近畿,富山,相倉合掌造り集落,36.426006,136.935478
東海・北陸・近畿,福井,福井,36.06528,36.06528
東海・北陸・近畿,福井,敦賀,35.645222,136.055544
東海・北陸・近畿,福井,福井県立恐竜博物館,36.08272,136.506535
東海・北陸・近畿,福井,越前大野城,35.986599,136.483089
東海・北陸・近畿,静岡,三島,35.118483,138.918501
東海・北陸・近畿,静岡,静岡,34.97694,138.38306
東海・北陸・近畿,静岡,浜松,34.710865,137.726117
東海・北陸・近畿,静岡,熱海温泉,35.088973,139.076576
東海・北陸・近畿,静岡,富士Qハイランド,35.486947,138.780551
東海・北陸・近畿,静岡,富士サファリパーク,35.260323,138.806163
東海・北陸・近畿,愛知,名古屋,35.18028,136.90667
東海・北陸・近畿,愛知,豊橋,34.769199,137.391469
東海・北陸・近畿,愛知,LEGOLAND JAPAN RESORT,35.050607,136.843829
東海・北陸・近畿,愛知,ラグーナテンボス・ラグナシア,34.809029,137.272522
東海・北陸・近畿,岐阜,高山,36.146093,137.252206
東海・北陸・近畿,岐阜,岐阜,35.39111,136.72222
東海・北陸・近畿,岐阜,新穂高ロープウェイ,36.285757,137.575305
東海・北陸・近畿,岐阜,養老天命反転地,35.28211,136.550382
東海・北陸・近畿,岐阜,馬籠宿,35.531517,137.571752
東海・北陸・近畿,滋賀,彦根,35.274464,136.259623
東海・北陸・近畿,滋賀,大津,35.00444,135.86833
東海・北陸・近畿,滋賀,甲賀の里忍術村,34.920054,136.208742
東海・北陸・近畿,滋賀,黒壁スクエア,35.380709,136.267081
東海・北陸・近畿,三重,津,34.73028,136.50861
東海・北陸・近畿,三重,尾鷲,34.070799,136.190998
東海・北陸・近畿,三重,伊勢神宮,34.45501,136.725793
東海・北陸・近畿,三重,伊賀の里モクモク手づくりファーム,34.857041,136.184561
東海・北陸・近畿,三重,熊野古道,33.895095,136.110432
東海・北陸・近畿,京都,舞鶴,35.474797,135.385992
東海・北陸・近畿,京都,京都,35.02139,135.75556
東海・北陸・近畿,京都,天橋立,35.569802,135.19182
東海・北陸・近畿,京都,伏見稲荷大社,34.96714,135.772672
東海・北陸・近畿,京都,貴船神社,35.121951,135.762965
東海・北陸・近畿,奈良,奈良,34.68528,135.83278
東海・北陸・近畿,奈良,みたらい渓谷,34.240749,135.871555
東海・北陸・近畿,奈良,東大寺,34.688985,135.839816
東海・北陸・近畿,大阪,大阪,34.68639,135.52
東海・北陸・近畿,大阪,ユニバーサルスタジオ・ジャパン,34.665442,135.432338
東海・北陸・近畿,大阪,関西サイクルスポーツセンター,34.413144,135.529776
東海・北陸・近畿,兵庫,神戸,34.69139,135.18306
東海・北陸・近畿,兵庫,豊岡,35.544475,134.820187
東海・北陸・近畿,兵庫,有馬温泉,34.795322,135.252318
東海・北陸・近畿,兵庫,城崎温泉,35.625228,134.810676
東海・北陸・近畿,兵庫,姫路セントラルパーク・ジャングル館,34.871029,134.764362
東海・北陸・近畿,和歌山,和歌山,34.22611,135.1675
東海・北陸・近畿,和歌山,白浜温泉,33.675758,135.387028
東海・北陸・近畿,和歌山,奥之院,34.218536,135.603605
中国,鳥取,鳥取,35.50361,134.23833
中国,鳥取,米子,35.428136,133.330939
中国,鳥取,鳥取砂丘,35.540723,134.229071
中国,鳥取,大山隠岐国立公園,35.37815,133.549696
中国,島根,松江,35.47222,133.05056
中国,島根,浜田,34.899255,132.079883
中国,島根,太皷谷稲成神社,34.465302,131.768933
中国,島根,出雲大社,35.402035,132.685456
中国,島根,隠岐国賀海岸,36.109224,132.97457
中国,岡山,津山,35.069118,134.004543
中国,岡山,岡山,34.66167,133.935
中国,岡山,岡山後楽園,34.667334,133.93617
中国,岡山,倉敷美観地区,34.595739,133.771765
中国,岡山,津谷渓流公園,35.180478,134.239289
中国,広島,庄原,34.857743,133.017264
中国,広島,広島,34.39639,132.45944
中国,広島,宮島/厳島,34.273211,132.305249
